ID,taxid,taxid2,length,name,nuctype,Htaxid,Hname,Vfamily,Hgroup,hosttype,seq_ids,order
NC_017826,39637,39637-1,149332,Equid alphaherpesvirus 8,dsDNA,9796,Equus caballus,Herpesviridae,Chordata,Eukaryote,NC_017826,173
NC_005261,35244,35244-1,138390,Bovine alphaherpesvirus 5,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,NC_005261,174
AJ004801,79889,79889-1,135301,Bovine herpesvirus type 1.1,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,AJ004801,175
NC_001847,10320,10320-1,135301,Bovine alphaherpesvirus 1,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,NC_001847,176
KM258883,1548192,1548192-1,134927,Bovine herpesvirus type 1.2 strain SP1777,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,KM258883,177
KM258881,1548190,1548190-1,134951,Bovine herpesvirus type 1.2 strain B589,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,KM258881,178
KM258882,1548191,1548191-1,134930,Bovine herpesvirus type 1.2 strain SM023,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,KM258882,179
KM258880,31519,31519-1,135240,Bovine herpesvirus type 1.2 strain K22,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,KM258880,180
NC_004367,106331,106331-1,149696,Callitrichine gammaherpesvirus 3,dsDNA,9483,Callithrix jacchus,Herpesviridae,Chordata,Eukaryote,NC_004367,181
NC_038937,159604,159604-1,549,Gorilline gammaherpesvirus 1,dsDNA,-,-,Herpesviridae,-,-,NC_038937,182
NC_009334,12509,12509-1,172764,Human herpesvirus 4 type 2,dsDNA,9606,Homo sapiens,Herpesviridae,Chordata,Eukaryote,NC_009334,183
NC_007605,10376,10376-1,171823,Human gammaherpesvirus 4,dsDNA,9606,Homo sapiens,Herpesviridae,Chordata,Eukaryote,NC_007605,184
NC_006146,45455,45455-1,171096,Macacine gammaherpesvirus 4,dsDNA,9544,Macaca mulatta,Herpesviridae,Chordata,Eukaryote,NC_006146,185
NC_038860,159603,159603-1,2580,Pongine gammaherpesvirus 2,dsDNA,-,-,Herpesviridae,-,-,NC_038860,186
NC_038859,159602,159602-1,2580,Panine gammaherpesvirus 1,dsDNA,-,-,Herpesviridae,-,-,NC_038859,187
NC_015049,1605972,1605972-1,124335,Cricetid gammaherpesvirus 2,dsDNA,48008,Oligoryzomys microtis,Herpesviridae,Chordata,Eukaryote,NC_015049,188
GQ169129,432370,432370-1,120108,Wood mouse herpesvirus,dsDNA,10129,Apodemus sylvaticus,Herpesviridae,Chordata,Eukaryote,GQ169129,189
NC_001826,33708,33708-1,119451,Murid gammaherpesvirus 4,dsDNA,10129,Apodemus sylvaticus,Herpesviridae,Chordata,Eukaryote,NC_001826,190
NC_035117,2022783,2022783-1,167212,Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota,dsDNA,9739,Tursiops truncatus,Herpesviridae,Chordata,Eukaryote,NC_035117,191
NC_024303,1504288,1504288-1,144898,Bovine gammaherpesvirus 6,dsDNA,9913,Bos taurus,Herpesviridae,Chordata,Eukaryote,NC_024303,192
NC_038265,91741,91741-1,59673,Porcine lymphotropic herpesvirus 2,dsDNA,-,-,Herpesviridae,-,-,NC_038265,193
NC_038264,91740,91740-1,73200,Porcine lymphotropic herpesvirus 1,dsDNA,-,-,Herpesviridae,-,-,NC_038264,194
NC_007646,10398,10398-1,135135,Ovine gammaherpesvirus 2,dsDNA,9940,Ovis aries,Herpesviridae,Chordata,Eukaryote,NC_007646,195
NC_024382,138184,138184-1,137090,Alcelaphine gammaherpesvirus 2,dsDNA,59546,Damaliscus lunatus jimela,Herpesviridae,Chordata,Eukaryote,NC_024382,196
NC_002531,35252,35252-1,130608,Alcelaphine gammaherpesvirus 1,dsDNA,9895,-,Herpesviridae,-,Eukaryote,NC_002531,197
NC_002665,10385,10385-1,108873,Bovine gammaherpesvirus 4,dsDNA,314145,-,Herpesviridae,-,Eukaryote,NC_002665,198
NC_026421,10371,10371-1,182380,Equid gammaherpesvirus 5,dsDNA,9796,Equus caballus,Herpesviridae,Chordata,Eukaryote,NC_026421,199
NC_001650,12657,12657-1,184439,Equid gammaherpesvirus 2,dsDNA,9796,Equus caballus,Herpesviridae,Chordata,Eukaryote,NC_001650,200
NC_029255,1780507,1780507-1,129563,Myotis gammaherpesvirus 8,dsDNA,9435,Myotis velifer,Herpesviridae,Chordata,Eukaryote,NC_029255,201
NC_038266,311179,311179-1,6165,Mustelid gammaherpesvirus 1,dsDNA,9662,Meles meles,Herpesviridae,Chordata,Eukaryote,NC_038266,202
NC_028099,1452540,1452540-1,122522,Felis catus gammaherpesvirus 1,dsDNA,9685,Felis catus,Herpesviridae,Chordata,Eukaryote,NC_028099,203
NC_001350,10381,10381-1,112930,Saimiriine gammaherpesvirus 2,dsDNA,9521,Saimiri sciureus,Herpesviridae,Chordata,Eukaryote,NC_001350,204
NC_001987,85618,85618-1,108409,Ateline gammaherpesvirus 3,dsDNA,9506,Ateles,Herpesviridae,Chordata,Eukaryote,NC_001987,205
NC_038267,10380,10380-1,2577,Ateline gammaherpesvirus 2,dsDNA,9506,Ateles,Herpesviridae,Chordata,Eukaryote,NC_038267,206
KF703446,111469,111469-1,127320,Retroperitoneal fibromatosis-associated herpesvirus,dsDNA,9545,Macaca nemestrina,Herpesviridae,Chordata,Eukaryote,KF703446,207
NC_009333,37296,37296-1,137969,Human gammaherpesvirus 8,dsDNA,9606,Homo sapiens,Herpesviridae,Chordata,Eukaryote,NC_009333,208
KP265674,123630,123630-1,129492,Macaca nemestrina rhadinovirus 2,dsDNA,9545,Macaca nemestrina,Herpesviridae,Chordata,Eukaryote,KP265674,209
AY528864,272551,272551-1,131217,Macaca fuscata rhadinovirus,dsDNA,9542,Macaca fuscata,Herpesviridae,Chordata,Eukaryote,AY528864,210
NC_003401,154334,154334-1,133719,Macacine gammaherpesvirus 5,dsDNA,9544,Macaca mulatta,Herpesviridae,Chordata,Eukaryote,NC_003401,211
AF083501,83534,83534-1,133719,Macaca mulatta rhadinovirus 17577,dsDNA,9544,Macaca mulatta,Herpesviridae,Chordata,Eukaryote,AF083501,212
NC_028379,548914,548914-1,205896,Elephant endotheliotropic herpesvirus 4,dsDNA,9783,Elephas maximus,Herpesviridae,Chordata,Eukaryote,NC_028379,213
NC_024696,768738,768738-1,180800,Elephant endotheliotropic herpesvirus 5,dsDNA,9783,Elephas maximus,Herpesviridae,Chordata,Eukaryote,NC_024696,214
NC_020474,146015,146015-1,180421,Elephantid betaherpesvirus 1,dsDNA,9780,Elephantidae,Herpesviridae,Chordata,Eukaryote,NC_020474,215
KC618527,759753,759753-1,177136,Elephant endotheliotropic herpesvirus 1A,dsDNA,9783,Elephas maximus,Herpesviridae,Chordata,Eukaryote,KC618527,216
NC_033620,1940555,1940555-1,173861,Murine roseolovirus,dsDNA,10090,Mus musculus,Herpesviridae,Chordata,Eukaryote,NC_033620,217
NC_022233,1608255,1608255-1,128367,Suid betaherpesvirus 2,dsDNA,9823,Sus scrofa,Herpesviridae,Chordata,Eukaryote,NC_022233,218
NC_030200,1846169,1846169-1,137448,Macaca nemestrina herpesvirus 7,dsDNA,1437010,-,Herpesviridae,-,Eukaryote,NC_030200,219
NC_001716,10372,10372-1,153080,Human betaherpesvirus 7,dsDNA,9606,Homo sapiens,Herpesviridae,Chordata,Eukaryote,NC_001716,220
NC_000898,32604,32604-1,162114,Human betaherpesvirus 6B,dsDNA,9606,Homo sapiens,Herpesviridae,Chordata,Eukaryote,NC_000898,221
NC_001664,32603,32603-1,159378,Human betaherpesvirus 6A,dsDNA,9606,Homo sapiens,Herpesviridae,Chordata,Eukaryote,NC_001664,222
NC_002512,79700,79700-1,230138,Rat cytomegalovirus Maastricht,dsDNA,10114,Rattus,Herpesviridae,Chordata,Eukaryote,NC_002512,223
KP967684,1640278,1640278-1,197958,Rat cytomegalovirus ALL-03,dsDNA,10117,Rattus rattus,Herpesviridae,Chordata,Eukaryote,KP967684,224
NC_019559,1261657,1261657-1,202946,Murid betaherpesvirus 8,dsDNA,10114,Rattus,Herpesviridae,Chordata,Eukaryote,NC_019559,225
EU579860,524651,524651-1,230118,Muromegalovirus WP15B,dsDNA,10092,Mus musculus domesticus,Herpesviridae,Chordata,Eukaryote,EU579860,226
EU579861,524649,524649-1,230111,Muromegalovirus C4A,dsDNA,10092,Mus musculus domesticus,Herpesviridae,Chordata,Eukaryote,EU579861,227
EU579859,524650,524650-1,230227,Muromegalovirus G4,dsDNA,10092,Mus musculus domesticus,Herpesviridae,Chordata,Eukaryote,EU579859,228
AM886412,69156,69156-1,230301,Murine cytomegalovirus (strain K181),dsDNA,10090,Mus musculus,Herpesviridae,Chordata,Eukaryote,AM886412,229
NC_004065,10366,10366-1,230278,Murid betaherpesvirus 1,dsDNA,10090,Mus musculus,Herpesviridae,Chordata,Eukaryote,NC_004065,230
HG531783,1415526,1415526-1,232778,Caviid herpesvirus 2 str. CIDMTR,dsDNA,10141,Cavia porcellus,Herpesviridae,Chordata,Eukaryote,HG531783,231
NC_020231,33706,33706-1,233501,Caviid betaherpesvirus 2,dsDNA,10141,Cavia porcellus,Herpesviridae,Chordata,Eukaryote,NC_020231,232
NC_002794,10397,10397-1,195859,Tupaiid betaherpesvirus 1,dsDNA,37347,Tupaia belangeri,Herpesviridae,Chordata,Eukaryote,NC_002794,233
JQ805139,1195167,1195167-1,222870,Bat betaherpesvirus B7D8,dsDNA,9433,Miniopterus schreibersii,Herpesviridae,Chordata,Eukaryote,JQ805139,234
NC_003521,188763,188763-1,241087,Panine betaherpesvirus 2,dsDNA,9598,Pan troglodytes,Herpesviridae,Chordata,Eukaryote,NC_003521,235
NC_006273,10359,10359-1,235646,Human betaherpesvirus 5,dsDNA,9606,Homo sapiens,Herpesviridae,Chordata,Eukaryote,NC_006273,236
NC_016447,50290,50290-1,219474,Aotine betaherpesvirus 1,dsDNA,9505,Aotus trivirgatus,Herpesviridae,Chordata,Eukaryote,NC_016447,237
NC_016448,1535247,1535247-1,196691,Saimiriine betaherpesvirus 4,dsDNA,9521,Saimiri sciureus,Herpesviridae,Chordata,Eukaryote,NC_016448,238
NC_038260,1125844,1125844-1,3075,Cebine betaherpesvirus 1,dsDNA,314293,Simiiformes,Herpesviridae,Chordata,Eukaryote,NC_038260,239
NC_027016,1667587,1667587-1,226084,Papio ursinus cytomegalovirus,dsDNA,36229,Papio ursinus,Herpesviridae,Chordata,Eukaryote,NC_027016,240
NC_012783,50292,50292-1,226205,Cercopithecine betaherpesvirus 5,dsDNA,9526,-,Herpesviridae,-,Eukaryote,NC_012783,241
NC_006150,47929,47929-1,221454,Macacine betaherpesvirus 3,dsDNA,9544,Macaca mulatta,Herpesviridae,Chordata,Eukaryote,NC_006150,242
JN227533,944969,944969-1,218041,Cynomolgus macaque cytomegalovirus strain Ottawa,dsDNA,9541,Macaca fascicularis,Herpesviridae,Chordata,Eukaryote,JN227533,243
NC_033176,1919083,1919083-1,224064,Cynomolgus cytomegalovirus,dsDNA,9541,Macaca fascicularis,Herpesviridae,Chordata,Eukaryote,NC_033176,244
NC_016165,1105286,1105286-1,39283,Rhodobacter phage RcapMu,dsDNA,1060,Rhodobacter,Siphoviridae,Alphaproteobacteria,Prokaryote,NC_016165,245
NC_021557,929834,929834-1,37378,Rhizobium phage RR1-B,dsDNA,227290,-,Myoviridae,-,Prokaryote,NC_021557,246
NC_031059,1873452,1873452-1,38773,Rhodovulum phage vB_RhkS_P1,dsDNA,1564506,Rhodovulum sp. P5,Siphoviridae,Alphaproteobacteria,Prokaryote,NC_031059,247
NC_020866,754056,754056-1,40231,Rhodovulum phage RS1,dsDNA,34008,Rhodovulum,Siphoviridae,Alphaproteobacteria,Prokaryote,NC_020866,248
NC_020839,754055,754055-1,39573,Rhodobacter phage RC1,dsDNA,1060,Rhodobacter,Siphoviridae,Alphaproteobacteria,Prokaryote,NC_020839,249
KF302035,1357710,1357710-1,35330,Pseudoalteromonas phage HS6,dsDNA,53249,Pseudoalteromonas sp.,Myoviridae,Gammaproteobacteria,Prokaryote,KF302035,250
NC_021070,573175,573175-1,33277,Vibrio phage martha 12B12,dsDNA,662,Vibrio,Myoviridae,Gammaproteobacteria,Prokaryote,NC_021070,251
NC_027382,1567022,1567022-1,37146,Shigella phage SfMu,dsDNA,623,Shigella flexneri,Myoviridae,Gammaproteobacteria,Prokaryote,NC_027382,252
NC_000929,10677,10677-1,36717,Escherichia virus Mu,dsDNA,543,Enterobacteriaceae,Myoviridae,Gammaproteobacteria,Prokaryote,NC_000929,253
NC_013594,665033,665033-1,37235,Escherichia phage D108,dsDNA,562,Escherichia coli,Myoviridae,Gammaproteobacteria,Prokaryote,NC_013594,254
NC_011216,557289,557289-1,37635,Burkholderia phage KS10,dsDNA,95486,Burkholderia cenocepacia,Myoviridae,Betaproteobacteria,Prokaryote,NC_011216,255
NC_028766,1572750,1572750-1,33755,Mannheimia phage vB_MhM_3927AP2,dsDNA,75984,Mannheimia,Myoviridae,Gammaproteobacteria,Prokaryote,NC_028766,256
NC_019455,483266,483266-1,37151,Haemophilus phage SuMu,dsDNA,712,-,Myoviridae,-,Prokaryote,NC_019455,257
NC_009237,431894,431894-1,37446,Burkholderia virus phiE255,dsDNA,57975,Burkholderia thailandensis,Myoviridae,Betaproteobacteria,Prokaryote,NC_009237,258
NC_005882,264729,264729-1,36748,Burkholderia virus BcepMu,dsDNA,32008,Burkholderia,Myoviridae,Betaproteobacteria,Prokaryote,NC_005882,259
NC_029107,1483485,1483485-1,41941,Ralstonia phage RS138,dsDNA,305,Ralstonia solanacearum,Siphoviridae,Betaproteobacteria,Prokaryote,NC_029107,260
NC_027992,1225792,1225792-1,39552,Pseudomonas phage JBD25,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_027992,261
NC_006548,151599,151599-1,38439,Pseudomonas phage B3,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_006548,262
NC_028667,1743016,1743016-1,39593,Pseudomonas phage vB_PaeS_PM105,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028667,263
NC_027986,1225791,1225791-1,39014,Pseudomonas phage JBD18,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_027986,264
NC_024782,1391190,1391190-1,36838,Pseudomonas phage MP48,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_024782,265
NC_020202,1223261,1223261-1,37740,Pseudomonas phage JBD5,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_020202,266
NC_024330,1481224,1481224-1,37380,Pseudomonas phage JD024,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_024330,267
NC_023700,937835,937835-1,34553,Pseudomonas virus PA1KOR,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_023700,268
NC_011613,505291,505291-1,36632,Pseudomonas virus MP29,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_011613,269
JQ067085,1175655,1175655-1,36570,Pseudomonas phage PaMx73,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,JQ067085,270
NC_027298,1091556,1091556-1,36814,Pseudomonas virus LPB1,dsDNA,208964,Pseudomonas aeruginosa PAO1,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_027298,271
NC_027384,1536596,1536596-1,37359,Pseudomonas phage H70,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_027384,272
NC_005178,10708,10708-1,37611,Pseudomonas virus D3112,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_005178,273
JN811560,1093672,1093672-1,37840,Pseudomonas phage JBD26,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,JN811560,274
NC_011611,505292,505292-1,36885,Pseudomonas virus MP38,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_011611,275
NC_030918,1777054,1777054-1,36629,Pseudomonas phage JBD93,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_030918,276
JN808773,1093100,1093100-1,37374,Pseudomonas virus FHA0480,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,JN808773,277
NC_009818,397353,397353-1,36409,Pseudomonas virus MP22,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_009818,278
NC_020200,1223262,1223262-1,36429,Pseudomonas phage JBD88a,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_020200,279
NC_008717,389469,389469-1,36415,Pseudomonas virus DMS3,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_008717,280
NC_026601,1548918,1548918-1,37238,Pseudomonas phage vB_PaeS_PAO1_Ab30,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_026601,281
NC_020203,1223259,1223259-1,37095,Pseudomonas phage JBD24,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_020203,282
NC_030908,1777053,1777053-1,36938,Pseudomonas phage JBD69,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_030908,283
NC_018274,1161903,1161903-1,36847,Pseudomonas phage MP42,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_018274,284
NC_020198,1223260,1223260-1,36947,Pseudomonas phage JBD30,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_020198,285
NC_024138,1471542,1471542-1,65243,Mycobacterium phage MosMoris,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_024138,286
NC_008206,373415,373415-1,78296,Mycobacterium phage Wildcat,dsDNA,85007,Corynebacteriales,Siphoviridae,Actinobacteria,Prokaryote,NC_008206,287
KP027195,1567467,1567467-1,78229,Mycobacterium phage Cosmo,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,KP027195,288
JF937105,1034115,1034115-1,83724,Mycobacterium phage Rey,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JF937105,289
NC_021299,1325953,1325953-1,80955,Mycobacterium phage PegLeg,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_021299,290
JN699628,1088864,1088864-1,80228,Mycobacterium phage Bongo,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JN699628,291
NC_028778,1698714,1698714-1,75626,Mycobacterium phage Snenia,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_028778,292
NC_022052,1340826,1340826-1,76050,Mycobacterium phage Whirlwind,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022052,293
NC_028843,1698711,1698711-1,75816,Mycobacterium phage Lolly9,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_028843,294
NC_014461,861047,861047-1,73453,Mycobacterium virus Bron,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_014461,295
JN600672,1131256,1131256-1,74155,Mycobacterium phage Fezzik,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JN600672,296
NC_028878,1718599,1718599-1,76271,Mycobacterium phage Archie,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_028878,297
NC_023732,1086751,1086751-1,69279,Mycobacterium virus Rumpelstiltskin,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_023732,298
NC_031124,1873696,1873696-1,76012,Mycobacterium phage Gardann,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_031124,299
NC_022071,1340836,1340836-1,76129,Mycobacterium phage Crossroads,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022071,300
NC_015584,1034125,1034125-1,75960,Mycobacterium virus Faith1,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_015584,301
KC661276,1327778,1327778-1,76653,Mycobacterium phage Winky,dsDNA,1762,-,Siphoviridae,-,Prokaryote,KC661276,302
KC691254,1327763,1327763-1,76652,Mycobacterium phage Breezona,dsDNA,1762,-,Siphoviridae,-,Prokaryote,KC691254,303
NC_026590,1486472,1486472-1,90460,Mycobacterium phage Gaia,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_026590,304
NC_004688,205879,205879-1,110865,Mycobacterium virus Omega,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_004688,305
JF937101,1034111,1034111-1,109086,Mycobacterium virus Littlee,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JF937101,306
NC_028953,1567005,1567005-1,110764,Mycobacterium phage MiaZeal,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_028953,307
NC_023690,1089119,1089119-1,110569,Mycobacterium virus Courthouse,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_023690,308
NC_028876,1541824,1541824-1,109801,Mycobacterium phage Ariel,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_028876,309
NC_023738,1052673,1052673-1,106327,Mycobacterium phage Thibault,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_023738,310
NC_022066,1340709,1340709-1,108297,Mycobacterium phage Redno2,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022066,311
NC_026584,1527513,1527513-1,109871,Mycobacterium phage Minerva,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_026584,312
NC_022067,1340713,1340713-1,109960,Mycobacterium phage Wanda,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022067,313
JF957059,1032893,1032893-1,109270,Mycobacterium virus Optimus,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JF957059,314
JF937090,1034099,1034099-1,111688,Mycobacterium virus Baka,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JF937090,315
JN412590,1074306,1074306-1,76174,Mycobacterium virus Eureka,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JN412590,316
NC_022085,1383057,1383057-1,76483,Mycobacterium phage Goku,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022085,317
JF937091,1034100,1034100-1,74997,Mycobacterium virus Bask21,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JF937091,318
JF937106,1034116,1034116-1,75973,Mycobacterium phage SirDuracell,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JF937106,319
JN006062,1035483,1035483-1,75706,Mycobacterium phage Rakim,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,JN006062,320
NC_028906,1035485,1035485-1,75933,Mycobacterium phage Toto,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_028906,321
NC_029079,1679524,1679524-1,75339,Mycobacterium phage Dusk,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_029079,322
KF188414,1358124,1358124-1,76131,Mycobacterium phage ABCat,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,KF188414,323
NC_011056,546183,546183-1,75811,Mycobacterium virus Kostya,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,NC_011056,324
NC_028785,1679530,1679530-1,72790,Mycobacterium phage NelitzaMV,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_028785,325
NC_029093,1647311,1647311-1,75796,Mycobacterium phage Mindy,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_029093,326
JF937096,1034105,1034105-1,76049,Mycobacterium phage Henry,dsDNA,1762,-,Siphoviridae,-,Prokaryote,JF937096,327
NC_011055,546185,546185-1,76312,Mycobacterium virus Porky,dsDNA,246196,Mycolicibacterium smegmatis MC2 155,Siphoviridae,Actinobacteria,Prokaryote,NC_011055,328
NC_022981,1430411,1430411-1,76323,Mycobacterium phage HufflyPuff,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022981,329
NC_021311,1327937,1327937-1,76479,Mycobacterium phage Phaux,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_021311,330
NC_022969,1391181,1391181-1,76217,Mycobacterium phage PhatBacter,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022969,331
NC_022976,1391180,1391180-1,75894,Mycobacterium phage Nala,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022976,332
NC_022988,1391179,1391179-1,74210,Mycobacterium phage Bruin,dsDNA,1762,-,Siphoviridae,-,Prokaryote,NC_022988,333
